fieldsample_barcode,BioSample,project_id,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_col,library_conc,library_method,seq_id
MFD07736,SAMN39871802,P04_5,EXT-MJ159-D9,EXT-MJ159-D9,EXT00043,D,9,4.53,PowerSoil-Pro-HT,LIB-MJ172-D9,LIB00043,D,9,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ172-D9_04
MFD07736,SAMN39871802,P04_5,EXT-MJ391-F5,EXT-MJ159-D9,REPREP1,F,5,3.14,PowerSoil-Pro-HT,LIB-MJ402-F5,REPREP1,F,5,0.023370058,ILLUMINA-DNA-PREP.V2,LIB-MJ402-F5_04
MFD07737,SAMN39871803,P04_5,EXT-MJ162-A5,EXT-MJ162-A5,EXT00046,A,5,8.07,PowerSoil-Pro-HT,LIB-MJ175-A5,LIB00046,A,5,2.18,ILLUMINA-DNA-PREP.V2,LIB-MJ175-A5_02
MFD07738,SAMN39871804,P04_5,EXT-MJ162-C4,EXT-MJ162-C4,EXT00046,C,4,5.42,PowerSoil-Pro-HT,LIB-MJ175-C4,LIB00046,C,4,2.37,ILLUMINA-DNA-PREP.V2,LIB-MJ175-C4_02
MFD07739,SAMN39871805,P04_5,EXT-MJ163-F7,EXT-MJ163-F7,EXT00047,F,7,20.74,PowerSoil-Pro-HT,LIB-MJ176-F7,LIB00047,F,7,1.84,ILLUMINA-DNA-PREP.V2,LIB-MJ176-F7_03
MFD07740,SAMN39871806,P04_5,EXT-MJ163-H10,EXT-MJ163-H10,EXT00047,H,10,2.96,PowerSoil-Pro-HT,LIB-MJ176-H10,LIB00047,H,10,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ176-H10_03
MFD07741,SAMN39871807,P04_5,EXT-MJ160-H5,EXT-MJ160-H5,EXT00044,H,5,5.6,PowerSoil-Pro-HT,LIB-MJ173-H5,LIB00044,H,5,0.52,ILLUMINA-DNA-PREP.V2,LIB-MJ173-H5_01
MFD07742,SAMN39871808,P04_5,EXT-MJ163-G2,EXT-MJ163-G2,EXT00047,G,2,10.94,PowerSoil-Pro-HT,LIB-MJ176-G2,LIB00047,G,2,0.74,ILLUMINA-DNA-PREP.V2,LIB-MJ176-G2_03
MFD07743,SAMN39871809,P04_5,EXT-MJ163-F5,EXT-MJ163-F5,EXT00047,F,5,2.33,PowerSoil-Pro-HT,LIB-MJ176-F5,LIB00047,F,5,0.74,ILLUMINA-DNA-PREP.V2,LIB-MJ176-F5_03
MFD07744,SAMN39871810,P04_5,EXT-MJ161-G3,EXT-MJ161-G3,EXT00045,G,3,2.37,PowerSoil-Pro-HT,LIB-MJ174-G3,LIB00045,G,3,0.4,ILLUMINA-DNA-PREP.V2,LIB-MJ174-G3_01
MFD07745,SAMN39871811,P04_5,EXT-MJ163-G5,EXT-MJ163-G5,EXT00047,G,5,3.17,PowerSoil-Pro-HT,LIB-MJ176-G5,LIB00047,G,5,0.74,ILLUMINA-DNA-PREP.V2,LIB-MJ176-G5_03
MFD07746,SAMN39871812,P04_5,EXT-MJ160-E4,EXT-MJ160-E4,EXT00044,E,4,1.28,PowerSoil-Pro-HT,LIB-MJ173-E4,LIB00044,E,4,0.36,ILLUMINA-DNA-PREP.V2,LIB-MJ173-E4_01
MFD07747,SAMN39871813,P04_5,EXT-MJ160-D6,EXT-MJ160-D6,EXT00044,D,6,2.15,PowerSoil-Pro-HT,LIB-MJ173-D6,LIB00044,D,6,0.26,ILLUMINA-DNA-PREP.V2,LIB-MJ173-D6_01
MFD07748,SAMN39871814,P04_5,EXT-MJ159-G6,EXT-MJ159-G6,EXT00043,G,6,12.26,PowerSoil-Pro-HT,LIB-MJ172-G6,LIB00043,G,6,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-G6_04
MFD07748,SAMN39871814,P04_5,EXT-MJ391-C4,EXT-MJ159-G6,REPREP1,C,4,9.85,PowerSoil-Pro-HT,LIB-MJ402-C4,REPREP1,C,4,0.009181094,ILLUMINA-DNA-PREP.V2,LIB-MJ402-C4_04
MFD07749,SAMN39871815,P04_5,EXT-MJ161-B2,EXT-MJ161-B2,EXT00045,B,2,11.12,PowerSoil-Pro-HT,LIB-MJ174-B2,LIB00045,B,2,0.54,ILLUMINA-DNA-PREP.V2,LIB-MJ174-B2_01
MFD07750,SAMN39871816,P04_5,EXT-MJ164-H4,EXT-MJ164-H4,EXT00048,H,4,7.75,PowerSoil-Pro-HT,LIB-MJ177-H4,LIB00048,H,4,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ177-H4_03
MFD07751,SAMN39871817,P04_5,EXT-MJ164-G2,EXT-MJ164-G2,EXT00048,G,2,6.64,PowerSoil-Pro-HT,LIB-MJ177-G2,LIB00048,G,2,0.6,ILLUMINA-DNA-PREP.V2,LIB-MJ177-G2_03
MFD07752,SAMN39871818,P04_5,EXT-MJ160-H6,EXT-MJ160-H6,EXT00044,H,6,8.13,PowerSoil-Pro-HT,LIB-MJ173-H6,LIB00044,H,6,0.5,ILLUMINA-DNA-PREP.V2,LIB-MJ173-H6_01
MFD07753,SAMN39871819,P04_5,EXT-MJ162-A1,EXT-MJ162-A1,EXT00046,A,1,12.31,PowerSoil-Pro-HT,LIB-MJ175-A1,LIB00046,A,1,0.12,ILLUMINA-DNA-PREP.V2,LIB-MJ175-A1_02
MFD07754,SAMN39871820,P04_5,EXT-MJ164-E9,EXT-MJ164-E9,EXT00048,E,9,3.53,PowerSoil-Pro-HT,LIB-MJ177-E9,LIB00048,E,9,0.54,ILLUMINA-DNA-PREP.V2,LIB-MJ177-E9_03
MFD07755,SAMN39871821,P04_5,EXT-MJ162-H4,EXT-MJ162-H4,EXT00046,H,4,18.78,PowerSoil-Pro-HT,LIB-MJ175-H4,LIB00046,H,4,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H4_02
MFD07756,SAMN39871822,P04_5,EXT-MJ160-B9,EXT-MJ160-B9,EXT00044,B,9,3.1,PowerSoil-Pro-HT,LIB-MJ173-B9,LIB00044,B,9,0.29,ILLUMINA-DNA-PREP.V2,LIB-MJ173-B9_01
MFD07757,SAMN39871823,P04_5,EXT-MJ159-D6,EXT-MJ159-D6,EXT00043,D,6,2.25,PowerSoil-Pro-HT,LIB-MJ172-D6,LIB00043,D,6,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-D6_04
MFD07757,SAMN39871823,P04_5,EXT-MJ391-A4,EXT-MJ159-D6,REPREP1,A,4,2.54,PowerSoil-Pro-HT,LIB-MJ402-A4,REPREP1,A,4,0.011208089,ILLUMINA-DNA-PREP.V2,LIB-MJ402-A4_04
MFD07758,SAMN39871824,P04_5,EXT-MJ160-F5,EXT-MJ160-F5,EXT00044,F,5,6.71,PowerSoil-Pro-HT,LIB-MJ173-F5,LIB00044,F,5,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ173-F5_01
MFD07759,SAMN39871825,P04_5,EXT-MJ164-G11,EXT-MJ164-G11,EXT00048,G,11,2.84,PowerSoil-Pro-HT,LIB-MJ177-G11,LIB00048,G,11,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ177-G11_03
MFD07760,SAMN39871826,P04_5,EXT-MJ163-H8,EXT-MJ163-H8,EXT00047,H,8,13.19,PowerSoil-Pro-HT,LIB-MJ176-H8,LIB00047,H,8,0.9,ILLUMINA-DNA-PREP.V2,LIB-MJ176-H8_03
MFD07761,SAMN39871827,P04_5,EXT-MJ163-C8,EXT-MJ163-C8,EXT00047,C,8,10.01,PowerSoil-Pro-HT,LIB-MJ176-C8,LIB00047,C,8,0.86,ILLUMINA-DNA-PREP.V2,LIB-MJ176-C8_03
MFD07762,SAMN39871828,P04_5,EXT-MJ159-D5,EXT-MJ159-D5,EXT00043,D,5,5.87,PowerSoil-Pro-HT,LIB-MJ172-D5,LIB00043,D,5,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ172-D5_04
MFD07762,SAMN39871828,P04_5,EXT-MJ391-E3,EXT-MJ159-D5,REPREP1,E,3,3.44,PowerSoil-Pro-HT,LIB-MJ402-E3,REPREP1,E,3,0.021462298,ILLUMINA-DNA-PREP.V2,LIB-MJ402-E3_04
MFD07763,SAMN39871829,P04_5,EXT-MJ163-F11,EXT-MJ163-F11,EXT00047,F,11,14.58,PowerSoil-Pro-HT,LIB-MJ176-F11,LIB00047,F,11,0.78,ILLUMINA-DNA-PREP.V2,LIB-MJ176-F11_03
MFD07764,SAMN39871830,P04_5,EXT-MJ164-C9,EXT-MJ164-C9,EXT00048,C,9,6.01,PowerSoil-Pro-HT,LIB-MJ177-C9,LIB00048,C,9,1.21,ILLUMINA-DNA-PREP.V2,LIB-MJ177-C9_03
MFD07765,SAMN39871831,P04_5,EXT-MJ163-B5,EXT-MJ163-B5,EXT00047,B,5,10.67,PowerSoil-Pro-HT,LIB-MJ176-B5,LIB00047,B,5,1.56,ILLUMINA-DNA-PREP.V2,LIB-MJ176-B5_03
MFD07766,SAMN39871832,P04_5,EXT-MJ162-A6,EXT-MJ162-A6,EXT00046,A,6,8.48,PowerSoil-Pro-HT,LIB-MJ175-A6,LIB00046,A,6,2.06,ILLUMINA-DNA-PREP.V2,LIB-MJ175-A6_02
MFD07767,SAMN39871833,P04_5,EXT-MJ159-E8,EXT-MJ159-E8,EXT00043,E,8,6.94,PowerSoil-Pro-HT,LIB-MJ172-E8,LIB00043,E,8,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ172-E8_04
MFD07767,SAMN39871833,P04_5,EXT-MJ391-C5,EXT-MJ159-E8,REPREP1,C,5,4.56,PowerSoil-Pro-HT,LIB-MJ402-C5,REPREP1,C,5,0.017289073,ILLUMINA-DNA-PREP.V2,LIB-MJ402-C5_04
MFD07768,SAMN39871834,P04_5,EXT-MJ161-C12,EXT-MJ161-C12,EXT00045,C,12,15.62,PowerSoil-Pro-HT,LIB-MJ174-C12,LIB00045,C,12,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ174-C12_01
MFD07769,SAMN39871835,P04_5,EXT-MJ164-C5,EXT-MJ164-C5,EXT00048,C,5,14.5,PowerSoil-Pro-HT,LIB-MJ177-C5,LIB00048,C,5,1.32,ILLUMINA-DNA-PREP.V2,LIB-MJ177-C5_03
MFD07770,SAMN39871836,P04_5,EXT-MJ164-C2,EXT-MJ164-C2,EXT00048,C,2,11.88,PowerSoil-Pro-HT,LIB-MJ177-C2,LIB00048,C,2,1.05,ILLUMINA-DNA-PREP.V2,LIB-MJ177-C2_03
MFD07771,SAMN39871837,P04_5,EXT-MJ163-E4,EXT-MJ163-E4,EXT00047,E,4,8.35,PowerSoil-Pro-HT,LIB-MJ176-E4,LIB00047,E,4,1.92,ILLUMINA-DNA-PREP.V2,LIB-MJ176-E4_03
MFD07772,SAMN39871838,P04_5,EXT-MJ164-A10,EXT-MJ164-A10,EXT00048,A,10,12.52,PowerSoil-Pro-HT,LIB-MJ177-A10,LIB00048,A,10,0.61,ILLUMINA-DNA-PREP.V2,LIB-MJ177-A10_03
MFD07773,SAMN39871839,P04_5,EXT-MJ164-F6,EXT-MJ164-F6,EXT00048,F,6,3.89,PowerSoil-Pro-HT,LIB-MJ177-F6,LIB00048,F,6,0.62,ILLUMINA-DNA-PREP.V2,LIB-MJ177-F6_03
MFD07774,SAMN39871840,P04_5,EXT-MJ160-E1,EXT-MJ160-E1,EXT00044,E,1,15.08,PowerSoil-Pro-HT,LIB-MJ173-E1,LIB00044,E,1,0.47,ILLUMINA-DNA-PREP.V2,LIB-MJ173-E1_01
MFD07775,SAMN39871841,P04_5,EXT-MJ163-E1,EXT-MJ163-E1,EXT00047,E,1,28.1,PowerSoil-Pro-HT,LIB-MJ176-E1,LIB00047,E,1,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ176-E1_03
MFD07776,SAMN39871842,P04_5,EXT-MJ164-F9,EXT-MJ164-F9,EXT00048,F,9,9.4,PowerSoil-Pro-HT,LIB-MJ177-F9,LIB00048,F,9,0.75,ILLUMINA-DNA-PREP.V2,LIB-MJ177-F9_03
MFD07777,SAMN39871843,P04_5,EXT-MJ159-D11,EXT-MJ159-D11,EXT00043,D,11,11.6,PowerSoil-Pro-HT,LIB-MJ172-D11,LIB00043,D,11,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ172-D11_04
MFD07777,SAMN39871843,P04_5,EXT-MJ391-B6,EXT-MJ159-D11,REPREP1,B,6,8.83,PowerSoil-Pro-HT,LIB-MJ402-B6,REPREP1,B,6,0.010015739,ILLUMINA-DNA-PREP.V2,LIB-MJ402-B6_04
MFD07778,SAMN39871844,P04_5,EXT-MJ159-H5,EXT-MJ159-H5,EXT00043,H,5,16.61,PowerSoil-Pro-HT,LIB-MJ172-H5,LIB00043,H,5,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ172-H5_04
MFD07779,SAMN39871845,P04_5,EXT-MJ163-D4,EXT-MJ163-D4,EXT00047,D,4,12.31,PowerSoil-Pro-HT,LIB-MJ176-D4,LIB00047,D,4,1.54,ILLUMINA-DNA-PREP.V2,LIB-MJ176-D4_03
MFD07780,SAMN39871846,P04_5,EXT-MJ161-H8,EXT-MJ161-H8,EXT00045,H,8,10.84,PowerSoil-Pro-HT,LIB-MJ174-H8,LIB00045,H,8,0.98,ILLUMINA-DNA-PREP.V2,LIB-MJ174-H8_01
MFD07781,SAMN39871847,P04_5,EXT-MJ162-D5,EXT-MJ162-D5,EXT00046,D,5,15.85,PowerSoil-Pro-HT,LIB-MJ175-D5,LIB00046,D,5,2.51,ILLUMINA-DNA-PREP.V2,LIB-MJ175-D5_02
MFD07782,SAMN39871848,P04_5,EXT-MJ159-C12,EXT-MJ159-C12,EXT00043,C,12,6.18,PowerSoil-Pro-HT,LIB-MJ172-C12,LIB00043,C,12,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ172-C12_04
MFD07782,SAMN39871848,P04_5,EXT-MJ391-E6,EXT-MJ159-C12,REPREP1,E,6,5.77,PowerSoil-Pro-HT,LIB-MJ402-E6,REPREP1,E,6,0.016931368,ILLUMINA-DNA-PREP.V2,LIB-MJ402-E6_04
MFD07783,SAMN39871849,P04_5,EXT-MJ162-B3,EXT-MJ162-B3,EXT00046,B,3,7.39,PowerSoil-Pro-HT,LIB-MJ175-B3,LIB00046,B,3,2.77,ILLUMINA-DNA-PREP.V2,LIB-MJ175-B3_02
MFD07784,SAMN39871850,P04_5,EXT-MJ163-E8,EXT-MJ163-E8,EXT00047,E,8,0.15,PowerSoil-Pro-HT,LIB-MJ176-E8,LIB00047,E,8,1.76,ILLUMINA-DNA-PREP.V2,LIB-MJ176-E8_03
MFD07785,SAMN39871851,P04_5,EXT-MJ162-H7,EXT-MJ162-H7,EXT00046,H,7,24.46,PowerSoil-Pro-HT,LIB-MJ175-H7,LIB00046,H,7,1.87,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H7_02
MFD07786,SAMN39871852,P04_5,EXT-MJ162-E5,EXT-MJ162-E5,EXT00046,E,5,15.92,PowerSoil-Pro-HT,LIB-MJ175-E5,LIB00046,E,5,2.75,ILLUMINA-DNA-PREP.V2,LIB-MJ175-E5_02
MFD07787,SAMN39871853,P04_5,EXT-MJ164-B1,EXT-MJ164-B1,EXT00048,B,1,7.82,PowerSoil-Pro-HT,LIB-MJ177-B1,LIB00048,B,1,0.4,ILLUMINA-DNA-PREP.V2,LIB-MJ177-B1_03
MFD07788,SAMN39871854,P04_5,EXT-MJ163-F4,EXT-MJ163-F4,EXT00047,F,4,5.71,PowerSoil-Pro-HT,LIB-MJ176-F4,LIB00047,F,4,1.17,ILLUMINA-DNA-PREP.V2,LIB-MJ176-F4_03
MFD07789,SAMN39871855,P04_5,EXT-MJ163-D6,EXT-MJ163-D6,EXT00047,D,6,3.82,PowerSoil-Pro-HT,LIB-MJ176-D6,LIB00047,D,6,1.24,ILLUMINA-DNA-PREP.V2,LIB-MJ176-D6_03
MFD07790,SAMN39871856,P04_5,EXT-MJ159-C8,EXT-MJ159-C8,EXT00043,C,8,4.44,PowerSoil-Pro-HT,LIB-MJ172-C8,LIB00043,C,8,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-C8_04
MFD07790,SAMN39871856,P04_5,EXT-MJ391-B5,EXT-MJ159-C8,REPREP1,B,5,4.12,PowerSoil-Pro-HT,LIB-MJ402-B5,REPREP1,B,5,0.012638909,ILLUMINA-DNA-PREP.V2,LIB-MJ402-B5_04
MFD07791,SAMN39871857,P04_5,EXT-MJ159-A4,EXT-MJ159-A4,EXT00043,A,4,4.53,PowerSoil-Pro-HT,LIB-MJ172-A4,LIB00043,A,4,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-A4_04
MFD07791,SAMN39871857,P04_5,EXT-MJ391-G2,EXT-MJ159-A4,REPREP1,G,2,3.58,PowerSoil-Pro-HT,LIB-MJ402-G2,REPREP1,G,2,0.012996614,ILLUMINA-DNA-PREP.V2,LIB-MJ402-G2_04
MFD07792,SAMN39871858,P04_5,EXT-MJ160-E8,EXT-MJ160-E8,EXT00044,E,8,9.59,PowerSoil-Pro-HT,LIB-MJ173-E8,LIB00044,E,8,0.81,ILLUMINA-DNA-PREP.V2,LIB-MJ173-E8_01
MFD07793,SAMN39871859,P04_5,EXT-MJ159-D2,EXT-MJ159-D2,EXT00043,D,2,10.64,PowerSoil-Pro-HT,LIB-MJ172-D2,LIB00043,D,2,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-D2_04
MFD07793,SAMN39871859,P04_5,EXT-MJ391-H1,EXT-MJ159-D2,REPREP1,H,1,4.72,PowerSoil-Pro-HT,LIB-MJ402-H1,REPREP1,H,1,0.014785139,ILLUMINA-DNA-PREP.V2,LIB-MJ402-H1_04
MFD07794,SAMN39871860,P04_5,EXT-MJ164-E3,EXT-MJ164-E3,EXT00048,E,3,8.37,PowerSoil-Pro-HT,LIB-MJ177-E3,LIB00048,E,3,1.43,ILLUMINA-DNA-PREP.V2,LIB-MJ177-E3_03
MFD07795,SAMN39871861,P04_5,EXT-MJ164-D1,EXT-MJ164-D1,EXT00048,D,1,10.59,PowerSoil-Pro-HT,LIB-MJ177-D1,LIB00048,D,1,0.83,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D1_03
MFD07796,SAMN39871862,P04_5,EXT-MJ160-E5,EXT-MJ160-E5,EXT00044,E,5,7.46,PowerSoil-Pro-HT,LIB-MJ173-E5,LIB00044,E,5,0.58,ILLUMINA-DNA-PREP.V2,LIB-MJ173-E5_01
MFD07797,SAMN39871863,P04_5,EXT-MJ162-H8,EXT-MJ162-H8,EXT00046,H,8,10.42,PowerSoil-Pro-HT,LIB-MJ175-H8,LIB00046,H,8,1.97,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H8_02
MFD07798,SAMN39871864,P04_5,EXT-MJ162-G7,EXT-MJ162-G7,EXT00046,G,7,9.8,PowerSoil-Pro-HT,LIB-MJ175-G7,LIB00046,G,7,2.15,ILLUMINA-DNA-PREP.V2,LIB-MJ175-G7_02
MFD07799,SAMN39871865,P04_5,EXT-MJ162-G3,EXT-MJ162-G3,EXT00046,G,3,9.55,PowerSoil-Pro-HT,LIB-MJ175-G3,LIB00046,G,3,2,ILLUMINA-DNA-PREP.V2,LIB-MJ175-G3_02
MFD07800,SAMN39871866,P04_5,EXT-MJ162-C8,EXT-MJ162-C8,EXT00046,C,8,8.53,PowerSoil-Pro-HT,LIB-MJ175-C8,LIB00046,C,8,2.83,ILLUMINA-DNA-PREP.V2,LIB-MJ175-C8_02
MFD07800,SAMN39871866,P04_5,EXT-MJ162-C8,EXT-MJ162-C8,EXT00046,C,8,8.53,PowerSoil-Pro-HT,LIB-MJ175-C8,LIB00046,C,8,2.83,ILLUMINA-DNA-PREP.V2,LIB-MJ368-C8_01
MFD07801,SAMN39871867,P04_5,EXT-MJ159-F8,EXT-MJ159-F8,EXT00043,F,8,4.18,PowerSoil-Pro-HT,LIB-MJ172-F8,LIB00043,F,8,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-F8_04
MFD07801,SAMN39871867,P04_5,EXT-MJ391-D5,EXT-MJ159-F8,REPREP1,D,5,2.09,PowerSoil-Pro-HT,LIB-MJ402-D5,REPREP1,D,5,0.010373444,ILLUMINA-DNA-PREP.V2,LIB-MJ402-D5_04
MFD07802,SAMN39871868,P04_5,EXT-MJ162-D11,EXT-MJ162-D11,EXT00046,D,11,6.34,PowerSoil-Pro-HT,LIB-MJ175-D11,LIB00046,D,11,2.38,ILLUMINA-DNA-PREP.V2,LIB-MJ175-D11_02
MFD07803,SAMN39871869,P04_5,EXT-MJ164-D3,EXT-MJ164-D3,EXT00048,D,3,6.49,PowerSoil-Pro-HT,LIB-MJ177-D3,LIB00048,D,3,1.06,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D3_03
MFD07804,SAMN39871870,P04_5,EXT-MJ162-H1,EXT-MJ162-H1,EXT00046,H,1,5.93,PowerSoil-Pro-HT,LIB-MJ175-H1,LIB00046,H,1,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H1_02
MFD07805,SAMN39871871,P04_5,EXT-MJ160-G8,EXT-MJ160-G8,EXT00044,G,8,2.22,PowerSoil-Pro-HT,LIB-MJ173-G8,LIB00044,G,8,0.35,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G8_01
MFD07806,SAMN39871872,P04_5,EXT-MJ163-G11,EXT-MJ163-G11,EXT00047,G,11,3.53,PowerSoil-Pro-HT,LIB-MJ176-G11,LIB00047,G,11,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ176-G11_03
MFD07807,SAMN39871873,P04_5,EXT-MJ163-A4,EXT-MJ163-A4,EXT00047,A,4,10.76,PowerSoil-Pro-HT,LIB-MJ176-A4,LIB00047,A,4,1.2,ILLUMINA-DNA-PREP.V2,LIB-MJ176-A4_03
MFD07808,SAMN39871874,P04_5,EXT-MJ160-B7,EXT-MJ160-B7,EXT00044,B,7,7.92,PowerSoil-Pro-HT,LIB-MJ173-B7,LIB00044,B,7,0.66,ILLUMINA-DNA-PREP.V2,LIB-MJ173-B7_01
MFD07809,SAMN39871875,P04_5,EXT-MJ161-E7,EXT-MJ161-E7,EXT00045,E,7,8.65,PowerSoil-Pro-HT,LIB-MJ174-E7,LIB00045,E,7,0.94,ILLUMINA-DNA-PREP.V2,LIB-MJ174-E7_01
MFD07810,SAMN39871876,P04_5,EXT-MJ161-C1,EXT-MJ161-C1,EXT00045,C,1,7.85,PowerSoil-Pro-HT,LIB-MJ174-C1,LIB00045,C,1,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ174-C1_01
MFD07811,SAMN39871877,P04_5,EXT-MJ162-C9,EXT-MJ162-C9,EXT00046,C,9,9.15,PowerSoil-Pro-HT,LIB-MJ175-C9,LIB00046,C,9,2.81,ILLUMINA-DNA-PREP.V2,LIB-MJ175-C9_02
MFD07812,SAMN39871878,P04_5,EXT-MJ163-G10,EXT-MJ163-G10,EXT00047,G,10,13.5,PowerSoil-Pro-HT,LIB-MJ176-G10,LIB00047,G,10,0.89,ILLUMINA-DNA-PREP.V2,LIB-MJ176-G10_03
MFD07813,SAMN39871879,P04_5,EXT-MJ159-A1,EXT-MJ159-A1,EXT00043,A,1,6.12,PowerSoil-Pro-HT,LIB-MJ172-A1,LIB00043,A,1,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-A1_04
MFD07813,SAMN39871879,P04_5,EXT-MJ391-A1,EXT-MJ159-A1,REPREP1,A,1,9.09,PowerSoil-Pro-HT,LIB-MJ402-A1,REPREP1,A,1,0.126746793,ILLUMINA-DNA-PREP.V2,LIB-MJ402-A1_04
MFD07814,SAMN39871880,P04_5,EXT-MJ163-C2,EXT-MJ163-C2,EXT00047,C,2,9.33,PowerSoil-Pro-HT,LIB-MJ176-C2,LIB00047,C,2,1.06,ILLUMINA-DNA-PREP.V2,LIB-MJ176-C2_03
MFD07815,SAMN39871881,P04_5,EXT-MJ160-A2,EXT-MJ160-A2,EXT00044,A,2,3.01,PowerSoil-Pro-HT,LIB-MJ173-A2,LIB00044,A,2,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ173-A2_01
MFD07816,SAMN39871882,P04_5,EXT-MJ164-F7,EXT-MJ164-F7,EXT00048,F,7,7.88,PowerSoil-Pro-HT,LIB-MJ177-F7,LIB00048,F,7,1.29,ILLUMINA-DNA-PREP.V2,LIB-MJ177-F7_03
MFD07817,SAMN39871883,P04_5,EXT-MJ160-G1,EXT-MJ160-G1,EXT00044,G,1,7.28,PowerSoil-Pro-HT,LIB-MJ173-G1,LIB00044,G,1,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G1_01
MFD07818,SAMN39871884,P04_5,EXT-MJ160-A7,EXT-MJ160-A7,EXT00044,A,7,10.87,PowerSoil-Pro-HT,LIB-MJ173-A7,LIB00044,A,7,0.51,ILLUMINA-DNA-PREP.V2,LIB-MJ173-A7_01
MFD07819,SAMN39871885,P04_5,EXT-MJ163-E9,EXT-MJ163-E9,EXT00047,E,9,9.54,PowerSoil-Pro-HT,LIB-MJ176-E9,LIB00047,E,9,1.02,ILLUMINA-DNA-PREP.V2,LIB-MJ176-E9_03
MFD07820,SAMN39871886,P04_5,EXT-MJ161-E4,EXT-MJ161-E4,EXT00045,E,4,8.37,PowerSoil-Pro-HT,LIB-MJ174-E4,LIB00045,E,4,0.95,ILLUMINA-DNA-PREP.V2,LIB-MJ174-E4_01
MFD07821,SAMN39871887,P04_5,EXT-MJ160-A4,EXT-MJ160-A4,EXT00044,A,4,3.57,PowerSoil-Pro-HT,LIB-MJ173-A4,LIB00044,A,4,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ173-A4_01
MFD07822,SAMN39871888,P04_5,EXT-MJ164-H7,EXT-MJ164-H7,EXT00048,H,7,3.69,PowerSoil-Pro-HT,LIB-MJ177-H7,LIB00048,H,7,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ177-H7_03
MFD07823,SAMN39871889,P04_5,EXT-MJ162-B6,EXT-MJ162-B6,EXT00046,B,6,12.03,PowerSoil-Pro-HT,LIB-MJ175-B6,LIB00046,B,6,2.61,ILLUMINA-DNA-PREP.V2,LIB-MJ175-B6_02
MFD07824,SAMN39871890,P04_5,EXT-MJ160-H2,EXT-MJ160-H2,EXT00044,H,2,2.99,PowerSoil-Pro-HT,LIB-MJ173-H2,LIB00044,H,2,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ173-H2_01
MFD07825,SAMN39871891,P04_5,EXT-MJ162-B4,EXT-MJ162-B4,EXT00046,B,4,4.11,PowerSoil-Pro-HT,LIB-MJ175-B4,LIB00046,B,4,2.74,ILLUMINA-DNA-PREP.V2,LIB-MJ175-B4_02
MFD07826,SAMN39871892,P04_5,EXT-MJ160-F6,EXT-MJ160-F6,EXT00044,F,6,7.7,PowerSoil-Pro-HT,LIB-MJ173-F6,LIB00044,F,6,0.7,ILLUMINA-DNA-PREP.V2,LIB-MJ173-F6_01
MFD07827,SAMN39871893,P04_5,EXT-MJ163-D3,EXT-MJ163-D3,EXT00047,D,3,2.74,PowerSoil-Pro-HT,LIB-MJ176-D3,LIB00047,D,3,0.84,ILLUMINA-DNA-PREP.V2,LIB-MJ176-D3_03
MFD07828,SAMN39871894,P04_5,EXT-MJ160-G10,EXT-MJ160-G10,EXT00044,G,10,6.47,PowerSoil-Pro-HT,LIB-MJ173-G10,LIB00044,G,10,0.33,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G10_01
