fieldsample_barcode,BioSample,project_id,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_col,library_conc,library_method,seq_id
MFD07829,SAMN39871895,P04_5,EXT-MJ164-D10,EXT-MJ164-D10,EXT00048,D,10,6.47,PowerSoil-Pro-HT,LIB-MJ177-D10,LIB00048,D,10,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D10_03
MFD07830,SAMN39871896,P04_5,EXT-MJ162-H2,EXT-MJ162-H2,EXT00046,H,2,5.34,PowerSoil-Pro-HT,LIB-MJ175-H2,LIB00046,H,2,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H2_02
MFD07830,SAMN39871896,P04_5,EXT-MJ162-H2,EXT-MJ162-H2,EXT00046,H,2,5.34,PowerSoil-Pro-HT,LIB-MJ175-H2,LIB00046,H,2,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ368-H2_01
MFD07831,SAMN39871897,P04_5,EXT-MJ159-G7,EXT-MJ159-G7,EXT00043,G,7,1.91,PowerSoil-Pro-HT,LIB-MJ172-G7,LIB00043,G,7,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ172-G7_04
MFD07831,SAMN39871897,P04_5,EXT-MJ391-H4,EXT-MJ159-G7,REPREP1,H,4,1.86,PowerSoil-Pro-HT,LIB-MJ402-H4,REPREP1,H,4,0.007154099,ILLUMINA-DNA-PREP.V2,LIB-MJ402-H4_04
MFD07832,SAMN39871898,P04_5,EXT-MJ160-C2,EXT-MJ160-C2,EXT00044,C,2,11.73,PowerSoil-Pro-HT,LIB-MJ173-C2,LIB00044,C,2,0.65,ILLUMINA-DNA-PREP.V2,LIB-MJ173-C2_01
MFD07833,SAMN39871899,P04_5,EXT-MJ163-B10,EXT-MJ163-B10,EXT00047,B,10,8.1,PowerSoil-Pro-HT,LIB-MJ176-B10,LIB00047,B,10,1.34,ILLUMINA-DNA-PREP.V2,LIB-MJ176-B10_03
MFD07834,SAMN39871900,P04_5,EXT-MJ160-C11,EXT-MJ160-C11,EXT00044,C,11,5.99,PowerSoil-Pro-HT,LIB-MJ173-C11,LIB00044,C,11,0.63,ILLUMINA-DNA-PREP.V2,LIB-MJ173-C11_01
MFD07835,SAMN39871901,P04_5,EXT-MJ163-A9,EXT-MJ163-A9,EXT00047,A,9,6.85,PowerSoil-Pro-HT,LIB-MJ176-A9,LIB00047,A,9,0.92,ILLUMINA-DNA-PREP.V2,LIB-MJ176-A9_03
MFD07836,SAMN39871902,P04_5,EXT-MJ160-H9,EXT-MJ160-H9,EXT00044,H,9,7.85,PowerSoil-Pro-HT,LIB-MJ173-H9,LIB00044,H,9,0.57,ILLUMINA-DNA-PREP.V2,LIB-MJ173-H9_01
MFD07837,SAMN39871903,P04_5,EXT-MJ159-H6,EXT-MJ159-H6,EXT00043,H,6,8.21,PowerSoil-Pro-HT,LIB-MJ172-H6,LIB00043,H,6,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-H6_04
MFD07837,SAMN39871903,P04_5,EXT-MJ391-D4,EXT-MJ159-H6,REPREP1,D,4,5.98,PowerSoil-Pro-HT,LIB-MJ402-D4,REPREP1,D,4,0.015262079,ILLUMINA-DNA-PREP.V2,LIB-MJ402-D4_04
MFD07838,SAMN39871904,P04_5,EXT-MJ163-A11,EXT-MJ163-A11,EXT00047,A,11,7.65,PowerSoil-Pro-HT,LIB-MJ176-A11,LIB00047,A,11,0.47,ILLUMINA-DNA-PREP.V2,LIB-MJ176-A11_03
MFD07839,SAMN39871905,P04_5,EXT-MJ162-F5,EXT-MJ162-F5,EXT00046,F,5,10.99,PowerSoil-Pro-HT,LIB-MJ175-F5,LIB00046,F,5,2.25,ILLUMINA-DNA-PREP.V2,LIB-MJ175-F5_02
MFD07840,SAMN39871906,P04_5,EXT-MJ161-F2,EXT-MJ161-F2,EXT00045,F,2,12.12,PowerSoil-Pro-HT,LIB-MJ174-F2,LIB00045,F,2,0.93,ILLUMINA-DNA-PREP.V2,LIB-MJ174-F2_01
MFD07841,SAMN39871907,P04_5,EXT-MJ159-A9,EXT-MJ159-A9,EXT00043,A,9,2.3,PowerSoil-Pro-HT,LIB-MJ172-A9,LIB00043,A,9,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ172-A9_04
MFD07842,SAMN39871908,P04_5,EXT-MJ159-G2,EXT-MJ159-G2,EXT00043,G,2,6.13,PowerSoil-Pro-HT,LIB-MJ172-G2,LIB00043,G,2,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ172-G2_04
MFD07842,SAMN39871908,P04_5,EXT-MJ391-C2,EXT-MJ159-G2,REPREP1,C,2,3.69,PowerSoil-Pro-HT,LIB-MJ402-C2,REPREP1,C,2,0.010373444,ILLUMINA-DNA-PREP.V2,LIB-MJ402-C2_04
MFD07843,SAMN39871909,P04_5,EXT-MJ160-G2,EXT-MJ160-G2,EXT00044,G,2,1.88,PowerSoil-Pro-HT,LIB-MJ173-G2,LIB00044,G,2,0.21,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G2_01
MFD07844,SAMN39871910,P04_5,EXT-MJ159-E11,EXT-MJ159-E11,EXT00043,E,11,4.06,PowerSoil-Pro-HT,LIB-MJ172-E11,LIB00043,E,11,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ172-E11_04
MFD07844,SAMN39871910,P04_5,EXT-MJ391-C6,EXT-MJ159-E11,REPREP1,C,6,3.11,PowerSoil-Pro-HT,LIB-MJ402-C6,REPREP1,C,6,0.017289073,ILLUMINA-DNA-PREP.V2,LIB-MJ402-C6_04
MFD07845,SAMN39871911,P04_5,EXT-MJ160-F8,EXT-MJ160-F8,EXT00044,F,8,5.17,PowerSoil-Pro-HT,LIB-MJ173-F8,LIB00044,F,8,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ173-F8_01
MFD07846,SAMN39871912,P04_5,EXT-MJ159-B8,EXT-MJ159-B8,EXT00043,B,8,3.03,PowerSoil-Pro-HT,LIB-MJ172-B8,LIB00043,B,8,0.05,ILLUMINA-DNA-PREP.V2,LIB-MJ172-B8_04
MFD07846,SAMN39871912,P04_5,EXT-MJ391-A5,EXT-MJ159-B8,REPREP1,A,5,3.82,PowerSoil-Pro-HT,LIB-MJ402-A5,REPREP1,A,5,0.007392569,ILLUMINA-DNA-PREP.V2,LIB-MJ402-A5_04
MFD07847,SAMN39871913,P04_5,EXT-MJ162-D9,EXT-MJ162-D9,EXT00046,D,9,4.59,PowerSoil-Pro-HT,LIB-MJ175-D9,LIB00046,D,9,2.4,ILLUMINA-DNA-PREP.V2,LIB-MJ175-D9_02
MFD07848,SAMN39871914,P04_5,EXT-MJ164-C7,EXT-MJ164-C7,EXT00048,C,7,5.22,PowerSoil-Pro-HT,LIB-MJ177-C7,LIB00048,C,7,1.02,ILLUMINA-DNA-PREP.V2,LIB-MJ177-C7_03
MFD07849,SAMN39871915,P04_5,EXT-MJ161-E1,EXT-MJ161-E1,EXT00045,E,1,1.33,PowerSoil-Pro-HT,LIB-MJ174-E1,LIB00045,E,1,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ174-E1_01
MFD07850,SAMN39871916,P04_5,EXT-MJ160-F9,EXT-MJ160-F9,EXT00044,F,9,4.21,PowerSoil-Pro-HT,LIB-MJ173-F9,LIB00044,F,9,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ173-F9_01
MFD07851,SAMN39871917,P04_5,EXT-MJ164-F8,EXT-MJ164-F8,EXT00048,F,8,1.44,PowerSoil-Pro-HT,LIB-MJ177-F8,LIB00048,F,8,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ177-F8_03
MFD07852,SAMN39871918,P04_5,EXT-MJ160-G5,EXT-MJ160-G5,EXT00044,G,5,2.48,PowerSoil-Pro-HT,LIB-MJ173-G5,LIB00044,G,5,0.49,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G5_01
MFD07853,SAMN39871919,P04_5,EXT-MJ161-B3,EXT-MJ161-B3,EXT00045,B,3,6.69,PowerSoil-Pro-HT,LIB-MJ174-B3,LIB00045,B,3,0.71,ILLUMINA-DNA-PREP.V2,LIB-MJ174-B3_01
MFD07854,SAMN39871920,P04_5,EXT-MJ162-G11,EXT-MJ162-G11,EXT00046,G,11,13.52,PowerSoil-Pro-HT,LIB-MJ175-G11,LIB00046,G,11,1.49,ILLUMINA-DNA-PREP.V2,LIB-MJ175-G11_02
MFD07855,SAMN39871921,P04_5,EXT-MJ162-E10,EXT-MJ162-E10,EXT00046,E,10,11.41,PowerSoil-Pro-HT,LIB-MJ175-E10,LIB00046,E,10,2.7,ILLUMINA-DNA-PREP.V2,LIB-MJ175-E10_02
MFD07856,SAMN39871922,P04_5,EXT-MJ162-E7,EXT-MJ162-E7,EXT00046,E,7,12.9,PowerSoil-Pro-HT,LIB-MJ175-E7,LIB00046,E,7,2.92,ILLUMINA-DNA-PREP.V2,LIB-MJ175-E7_02
MFD07857,SAMN39871923,P04_5,EXT-MJ161-A1,EXT-MJ161-A1,EXT00045,A,1,3.64,PowerSoil-Pro-HT,LIB-MJ174-A1,LIB00045,A,1,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ174-A1_01
MFD07857,SAMN39871923,P04_5,EXT-MJ396-E8,EXT-MJ161-A1,REPREP6,E,8,3.89,PowerSoil-Pro-HT,LIB-MJ407-E8,REPREP6,E,8,0.428355887,ILLUMINA-DNA-PREP.V2,LIB-MJ407-E8_04
MFD07858,SAMN39871924,P04_5,EXT-MJ164-F2,EXT-MJ164-F2,EXT00048,F,2,3.72,PowerSoil-Pro-HT,LIB-MJ177-F2,LIB00048,F,2,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ177-F2_03
MFD07859,SAMN39871925,P04_5,EXT-MJ160-B2,EXT-MJ160-B2,EXT00044,B,2,2.71,PowerSoil-Pro-HT,LIB-MJ173-B2,LIB00044,B,2,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ173-B2_01
MFD07860,SAMN39871926,P04_5,EXT-MJ159-A3,EXT-MJ159-A3,EXT00043,A,3,8.34,PowerSoil-Pro-HT,LIB-MJ172-A3,LIB00043,A,3,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ172-A3_04
MFD07860,SAMN39871926,P04_5,EXT-MJ391-E2,EXT-MJ159-A3,REPREP1,E,2,5.57,PowerSoil-Pro-HT,LIB-MJ402-E2,REPREP1,E,2,0.005961749,ILLUMINA-DNA-PREP.V2,LIB-MJ402-E2_04
MFD07861,SAMN39871927,P04_5,EXT-MJ161-F6,EXT-MJ161-F6,EXT00045,F,6,2.17,PowerSoil-Pro-HT,LIB-MJ174-F6,LIB00045,F,6,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ174-F6_01
MFD07862,SAMN39871928,P04_5,EXT-MJ159-B7,EXT-MJ159-B7,EXT00043,B,7,5.09,PowerSoil-Pro-HT,LIB-MJ172-B7,LIB00043,B,7,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-B7_04
MFD07862,SAMN39871928,P04_5,EXT-MJ391-E4,EXT-MJ159-B7,REPREP1,E,4,4.54,PowerSoil-Pro-HT,LIB-MJ402-E4,REPREP1,E,4,0.014188964,ILLUMINA-DNA-PREP.V2,LIB-MJ402-E4_04
MFD07863,SAMN39871929,P04_5,EXT-MJ159-E2,EXT-MJ159-E2,EXT00043,E,2,9.09,PowerSoil-Pro-HT,LIB-MJ172-E2,LIB00043,E,2,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-E2_04
MFD07863,SAMN39871929,P04_5,EXT-MJ391-A2,EXT-MJ159-E2,REPREP1,A,2,10.13,PowerSoil-Pro-HT,LIB-MJ402-A2,REPREP1,A,2,0.017408308,ILLUMINA-DNA-PREP.V2,LIB-MJ402-A2_04
MFD07864,SAMN39871930,P04_5,EXT-MJ163-A12,EXT-MJ163-A12,EXT00047,A,12,16.5,PowerSoil-Pro-HT,LIB-MJ176-A12,LIB00047,A,12,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ176-A12_03
MFD07865,SAMN39871931,P04_5,EXT-MJ164-D4,EXT-MJ164-D4,EXT00048,D,4,6.52,PowerSoil-Pro-HT,LIB-MJ177-D4,LIB00048,D,4,1.1,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D4_03
MFD07867,SAMN39871932,P04_5,EXT-MJ162-D6,EXT-MJ162-D6,EXT00046,D,6,6.9,PowerSoil-Pro-HT,LIB-MJ175-D6,LIB00046,D,6,2.9,ILLUMINA-DNA-PREP.V2,LIB-MJ175-D6_02
MFD07868,SAMN39871933,P04_5,EXT-MJ164-D9,EXT-MJ164-D9,EXT00048,D,9,2.71,PowerSoil-Pro-HT,LIB-MJ177-D9,LIB00048,D,9,0.85,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D9_03
MFD07869,SAMN39871934,P04_5,EXT-MJ164-D11,EXT-MJ164-D11,EXT00048,D,11,1.75,PowerSoil-Pro-HT,LIB-MJ177-D11,LIB00048,D,11,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ177-D11_03
MFD07870,SAMN39871935,P04_5,EXT-MJ163-D1,EXT-MJ163-D1,EXT00047,D,1,5.32,PowerSoil-Pro-HT,LIB-MJ176-D1,LIB00047,D,1,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ176-D1_03
MFD07871,SAMN39871936,P04_5,EXT-MJ159-C4,EXT-MJ159-C4,EXT00043,C,4,2.52,PowerSoil-Pro-HT,LIB-MJ172-C4,LIB00043,C,4,0.15,ILLUMINA-DNA-PREP.V2,LIB-MJ172-C4_04
MFD07872,SAMN39871937,P04_5,EXT-MJ163-E3,EXT-MJ163-E3,EXT00047,E,3,5.41,PowerSoil-Pro-HT,LIB-MJ176-E3,LIB00047,E,3,0.79,ILLUMINA-DNA-PREP.V2,LIB-MJ176-E3_03
MFD07873,SAMN39871938,P04_5,EXT-MJ164-G5,EXT-MJ164-G5,EXT00048,G,5,4.26,PowerSoil-Pro-HT,LIB-MJ177-G5,LIB00048,G,5,0.88,ILLUMINA-DNA-PREP.V2,LIB-MJ177-G5_03
MFD07874,SAMN39871939,P04_5,EXT-MJ161-B6,EXT-MJ161-B6,EXT00045,B,6,6.29,PowerSoil-Pro-HT,LIB-MJ174-B6,LIB00045,B,6,0.53,ILLUMINA-DNA-PREP.V2,LIB-MJ174-B6_01
MFD07875,SAMN39871940,P04_5,EXT-MJ162-G8,EXT-MJ162-G8,EXT00046,G,8,2.01,PowerSoil-Pro-HT,LIB-MJ175-G8,LIB00046,G,8,0.94,ILLUMINA-DNA-PREP.V2,LIB-MJ175-G8_02
MFD07876,SAMN39871941,P04_5,EXT-MJ163-D8,EXT-MJ163-D8,EXT00047,D,8,4.97,PowerSoil-Pro-HT,LIB-MJ176-D8,LIB00047,D,8,1.01,ILLUMINA-DNA-PREP.V2,LIB-MJ176-D8_03
MFD07877,SAMN39871942,P04_5,EXT-MJ162-H6,EXT-MJ162-H6,EXT00046,H,6,20.89,PowerSoil-Pro-HT,LIB-MJ175-H6,LIB00046,H,6,1.64,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H6_02
MFD07878,SAMN39871943,P04_5,EXT-MJ164-B5,EXT-MJ164-B5,EXT00048,B,5,13.31,PowerSoil-Pro-HT,LIB-MJ177-B5,LIB00048,B,5,0.75,ILLUMINA-DNA-PREP.V2,LIB-MJ177-B5_03
MFD07879,SAMN39871944,P04_5,EXT-MJ160-G9,EXT-MJ160-G9,EXT00044,G,9,3.55,PowerSoil-Pro-HT,LIB-MJ173-G9,LIB00044,G,9,0.26,ILLUMINA-DNA-PREP.V2,LIB-MJ173-G9_01
MFD07880,SAMN39871945,P04_5,EXT-MJ162-G9,EXT-MJ162-G9,EXT00046,G,9,4.63,PowerSoil-Pro-HT,LIB-MJ175-G9,LIB00046,G,9,1.76,ILLUMINA-DNA-PREP.V2,LIB-MJ175-G9_02
MFD07881,SAMN39871946,P04_5,EXT-MJ162-H11,EXT-MJ162-H11,EXT00046,H,11,10.37,PowerSoil-Pro-HT,LIB-MJ175-H11,LIB00046,H,11,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ175-H11_02
MFD07882,SAMN39871947,P04_5,EXT-MJ159-F1,EXT-MJ159-F1,EXT00043,F,1,2.76,PowerSoil-Pro-HT,LIB-MJ172-F1,LIB00043,F,1,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ172-F1_04
MFD07882,SAMN39871947,P04_5,EXT-MJ391-D1,EXT-MJ159-F1,REPREP1,D,1,1.21,PowerSoil-Pro-HT,LIB-MJ402-D1,REPREP1,D,1,0.021223828,ILLUMINA-DNA-PREP.V2,LIB-MJ402-D1_04
MFD07883,SAMN39871948,P04_5,EXT-MJ160-C4,EXT-MJ160-C4,EXT00044,C,4,15.82,PowerSoil-Pro-HT,LIB-MJ173-C4,LIB00044,C,4,1.08,ILLUMINA-DNA-PREP.V2,LIB-MJ173-C4_01
MFD07884,SAMN39871949,P04_5,EXT-MJ159-B1,EXT-MJ159-B1,EXT00043,B,1,7.55,PowerSoil-Pro-HT,LIB-MJ172-B1,LIB00043,B,1,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-B1_04
MFD07884,SAMN39871949,P04_5,EXT-MJ391-B1,EXT-MJ159-B1,REPREP1,B,1,2.95,PowerSoil-Pro-HT,LIB-MJ402-B1,REPREP1,B,1,0.016335193,ILLUMINA-DNA-PREP.V2,LIB-MJ402-B1_04
MFD07885,SAMN39871950,P04_5,EXT-MJ161-H5,EXT-MJ161-H5,EXT00045,H,5,7.03,PowerSoil-Pro-HT,LIB-MJ174-H5,LIB00045,H,5,0.93,ILLUMINA-DNA-PREP.V2,LIB-MJ174-H5_01
MFD07886,SAMN39871951,P04_5,EXT-MJ159-F2,EXT-MJ159-F2,EXT00043,F,2,0.96,PowerSoil-Pro-HT,LIB-MJ172-F2,LIB00043,F,2,0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ172-F2_04
MFD07886,SAMN39871951,P04_5,EXT-MJ391-B2,EXT-MJ159-F2,REPREP1,B,2,0.37,PowerSoil-Pro-HT,LIB-MJ402-B2,REPREP1,B,2,0.023012353,ILLUMINA-DNA-PREP.V2,LIB-MJ402-B2_04
MFD07887,SAMN39871952,P04_5,EXT-MJ188-D4,EXT-MJ188-D4,EXT00059,D,4,10.49,PowerSoil-Pro-HT,LIB-MJ200-D4,LIB00059,D,4,0.46,ILLUMINA-DNA-PREP.V2,LIB-MJ200-D4_04
MFD07888,SAMN39871953,P04_5,EXT-MJ187-E9,EXT-MJ187-E9,EXT00058,E,9,10.41,PowerSoil-Pro-HT,LIB-MJ199-E9,LIB00058,E,9,0.5,ILLUMINA-DNA-PREP.V2,LIB-MJ199-E9_04
MFD07889,SAMN39871954,P04_5,EXT-MJ184-H3,EXT-MJ184-H3,EXT00055,H,3,6.94,PowerSoil-Pro-HT,LIB-MJ196-H3,LIB00055,H,3,0.46,ILLUMINA-DNA-PREP.V2,LIB-MJ196-H3_02
MFD07890,SAMN39871955,P04_5,EXT-MJ186-A6,EXT-MJ186-A6,EXT00057,A,6,22.63,PowerSoil-Pro-HT,LIB-MJ198-A6,LIB00057,A,6,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ198-A6_03
MFD07891,SAMN39871956,P04_5,EXT-MJ188-D3,EXT-MJ188-D3,EXT00059,D,3,5.98,PowerSoil-Pro-HT,LIB-MJ200-D3,LIB00059,D,3,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ200-D3_04
MFD07892,SAMN39871957,P04_5,EXT-MJ184-D9,EXT-MJ184-D9,EXT00055,D,9,5.22,PowerSoil-Pro-HT,LIB-MJ196-D9,LIB00055,D,9,0.51,ILLUMINA-DNA-PREP.V2,LIB-MJ196-D9_02
MFD07893,SAMN39871958,P04_5,EXT-MJ186-E4,EXT-MJ186-E4,EXT00057,E,4,6.02,PowerSoil-Pro-HT,LIB-MJ198-E4,LIB00057,E,4,0.29,ILLUMINA-DNA-PREP.V2,LIB-MJ198-E4_03
MFD07894,SAMN39871959,P04_5,EXT-MJ188-A2,EXT-MJ188-A2,EXT00059,A,2,5.84,PowerSoil-Pro-HT,LIB-MJ200-A2,LIB00059,A,2,0.26,ILLUMINA-DNA-PREP.V2,LIB-MJ200-A2_04
MFD07895,SAMN39871960,P04_5,EXT-MJ185-A2,EXT-MJ185-A2,EXT00056,A,2,9.11,PowerSoil-Pro-HT,LIB-MJ197-A2,LIB00056,A,2,0.18,ILLUMINA-DNA-PREP.V2,LIB-MJ197-A2_03
MFD07896,SAMN39871961,P04_5,EXT-MJ187-B12,EXT-MJ187-B12,EXT00058,B,12,9.94,PowerSoil-Pro-HT,LIB-MJ199-B12,LIB00058,B,12,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ199-B12_04
MFD07897,SAMN39871962,P04_5,EXT-MJ186-F5,EXT-MJ186-F5,EXT00057,F,5,2.71,PowerSoil-Pro-HT,LIB-MJ198-F5,LIB00057,F,5,0.27,ILLUMINA-DNA-PREP.V2,LIB-MJ198-F5_03
MFD07898,SAMN39871963,P04_5,EXT-MJ187-C6,EXT-MJ187-C6,EXT00058,C,6,9,PowerSoil-Pro-HT,LIB-MJ199-C6,LIB00058,C,6,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ199-C6_04
MFD07899,SAMN39871964,P04_5,EXT-MJ185-H4,EXT-MJ185-H4,EXT00056,H,4,7.54,PowerSoil-Pro-HT,LIB-MJ197-H4,LIB00056,H,4,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ197-H4_03
MFD07900,SAMN39871965,P04_5,EXT-MJ185-B8,EXT-MJ185-B8,EXT00056,B,8,18.74,PowerSoil-Pro-HT,LIB-MJ197-B8,LIB00056,B,8,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ197-B8_03
MFD07901,SAMN39871966,P04_5,EXT-MJ185-D1,EXT-MJ185-D1,EXT00056,D,1,18.07,PowerSoil-Pro-HT,LIB-MJ197-D1,LIB00056,D,1,0.34,ILLUMINA-DNA-PREP.V2,LIB-MJ197-D1_03
MFD07902,SAMN39871967,P04_5,EXT-MJ187-H2,EXT-MJ187-H2,EXT00058,H,2,5.95,PowerSoil-Pro-HT,LIB-MJ199-H2,LIB00058,H,2,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ199-H2_04
MFD07902,SAMN39871967,P04_5,EXT-MJ399-A11,EXT-MJ187-H2,REPREP9,A,11,5.69,PowerSoil-Pro-HT,LIB-MJ410-A11,REPREP9,A,11,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ410-A11_02
MFD07903,SAMN39871968,P04_5,EXT-MJ184-E6,EXT-MJ184-E6,EXT00055,E,6,3.36,PowerSoil-Pro-HT,LIB-MJ196-E6,LIB00055,E,6,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ196-E6_02
MFD07904,SAMN39871969,P04_5,EXT-MJ185-E11,EXT-MJ185-E11,EXT00056,E,11,3.34,PowerSoil-Pro-HT,LIB-MJ197-E11,LIB00056,E,11,0.31,ILLUMINA-DNA-PREP.V2,LIB-MJ197-E11_03
MFD07905,SAMN39871970,P04_5,EXT-MJ184-D5,EXT-MJ184-D5,EXT00055,D,5,5.92,PowerSoil-Pro-HT,LIB-MJ196-D5,LIB00055,D,5,0.65,ILLUMINA-DNA-PREP.V2,LIB-MJ196-D5_02
MFD07906,SAMN39871971,P04_5,EXT-MJ188-G2,EXT-MJ188-G2,EXT00059,G,2,3.07,PowerSoil-Pro-HT,LIB-MJ200-G2,LIB00059,G,2,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ200-G2_04
MFD07907,SAMN39871972,P04_5,EXT-MJ186-C1,EXT-MJ186-C1,EXT00057,C,1,13.02,PowerSoil-Pro-HT,LIB-MJ198-C1,LIB00057,C,1,0.16,ILLUMINA-DNA-PREP.V2,LIB-MJ198-C1_03
MFD07908,SAMN39871973,P04_5,EXT-MJ188-E1,EXT-MJ188-E1,EXT00059,E,1,5.07,PowerSoil-Pro-HT,LIB-MJ200-E1,LIB00059,E,1,0.17,ILLUMINA-DNA-PREP.V2,LIB-MJ200-E1_04
MFD07909,SAMN39871974,P04_5,EXT-MJ188-D1,EXT-MJ188-D1,EXT00059,D,1,2.29,PowerSoil-Pro-HT,LIB-MJ200-D1,LIB00059,D,1,0.13,ILLUMINA-DNA-PREP.V2,LIB-MJ200-D1_04
MFD07910,SAMN39871975,P04_5,EXT-MJ186-A5,EXT-MJ186-A5,EXT00057,A,5,13.38,PowerSoil-Pro-HT,LIB-MJ198-A5,LIB00057,A,5,0.27,ILLUMINA-DNA-PREP.V2,LIB-MJ198-A5_03
MFD07911,SAMN39871976,P04_5,EXT-MJ185-H5,EXT-MJ185-H5,EXT00056,H,5,5.04,PowerSoil-Pro-HT,LIB-MJ197-H5,LIB00056,H,5,0.22,ILLUMINA-DNA-PREP.V2,LIB-MJ197-H5_03
MFD07912,SAMN39871977,P04_5,EXT-MJ186-A7,EXT-MJ186-A7,EXT00057,A,7,15.76,PowerSoil-Pro-HT,LIB-MJ198-A7,LIB00057,A,7,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ198-A7_03
MFD07913,SAMN39871978,P04_5,EXT-MJ189-B10,EXT-MJ189-B10,EXT00060,B,10,3.03,PowerSoil-Pro-HT,LIB-MJ201-B10,LIB00060,B,10,0.17,ILLUMINA-DNA-PREP.V2,LIB-MJ201-B10_03
MFD07914,SAMN39871979,P04_5,EXT-MJ184-B11,EXT-MJ184-B11,EXT00055,B,11,2.51,PowerSoil-Pro-HT,LIB-MJ196-B11,LIB00055,B,11,0.31,ILLUMINA-DNA-PREP.V2,LIB-MJ196-B11_02
MFD07915,SAMN39871980,P04_5,EXT-MJ186-A2,EXT-MJ186-A2,EXT00057,A,2,5.43,PowerSoil-Pro-HT,LIB-MJ198-A2,LIB00057,A,2,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ198-A2_03
MFD07916,SAMN39871981,P04_5,EXT-MJ186-H7,EXT-MJ186-H7,EXT00057,H,7,6.32,PowerSoil-Pro-HT,LIB-MJ198-H7,LIB00057,H,7,0.28,ILLUMINA-DNA-PREP.V2,LIB-MJ198-H7_03
MFD07917,SAMN39871982,P04_5,EXT-MJ187-G8,EXT-MJ187-G8,EXT00058,G,8,8.72,PowerSoil-Pro-HT,LIB-MJ199-G8,LIB00058,G,8,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ199-G8_04
MFD07918,SAMN39871983,P04_5,EXT-MJ189-G6,EXT-MJ189-G6,EXT00060,G,6,2.96,PowerSoil-Pro-HT,LIB-MJ201-G6,LIB00060,G,6,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ201-G6_03
MFD07919,SAMN39871984,P04_5,EXT-MJ186-B1,EXT-MJ186-B1,EXT00057,B,1,31.26,PowerSoil-Pro-HT,LIB-MJ198-B1,LIB00057,B,1,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ198-B1_03
MFD07920,SAMN39871985,P04_5,EXT-MJ185-C12,EXT-MJ185-C12,EXT00056,C,12,7.98,PowerSoil-Pro-HT,LIB-MJ197-C12,LIB00056,C,12,0.11,ILLUMINA-DNA-PREP.V2,LIB-MJ197-C12_03
MFD07921,SAMN39871986,P04_5,EXT-MJ185-E6,EXT-MJ185-E6,EXT00056,E,6,33.74,PowerSoil-Pro-HT,LIB-MJ197-E6,LIB00056,E,6,0.54,ILLUMINA-DNA-PREP.V2,LIB-MJ197-E6_03
