"seq_id","seq_lane","before_total_reads","before_total_bases","before_q20_bases","before_q30_bases","before_q20_rate","before_q30_rate","before_read1_mean_length","before_read2_mean_length","before_gc_content","after_total_reads","after_total_bases","after_q20_bases","after_q30_bases","after_q20_rate","after_q30_rate","after_read1_mean_length","after_read2_mean_length","after_gc_content","passed_filter_reads","corrected_reads","corrected_bases","low_quality_reads","too_many_N_reads","too_short_reads","too_long_reads","duplication_rate","peak","seq_run","library_id","library_plate","library_column","library_row","library_concentration","library_type","sample_type"
"LIB-MJ217-E12_03","12_03",2496,376896,354280,334764,0.939994,0.888213,151,151,0.62604,1178,167958,165480,158961,0.985246,0.946433,142,142,0.572024,1204,66,77,68,0,1224,0,0.0112179,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ217-E12","LIB00068","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ218-E12_04","12_04",1489484,224912084,213108319,199838718,0.947518,0.888519,151,151,0.575429,948704,136710172,134370739,128388724,0.982888,0.939131,143,144,0.570593,977338,57847,71036,39594,2,472550,0,0.0196954,151,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ218-E12","LIB00069","12","E",0.02,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ229-E12_03","12_03",766,115666,106959,102683,0.924723,0.887754,151,151,0.87412,18,2682,2635,2544,0.982476,0.948546,149,149,0.501864,18,0,0,10,0,738,0,0.0234987,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ229-E12","LIB00073","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ250-E12_04","12_04",760,114760,105995,101540,0.923623,0.884803,151,151,0.858147,44,6394,6314,6044,0.987488,0.945261,145,145,0.566156,44,2,2,2,0,714,0,0.00526316,0,"220601_A00595_0164_BHKNK7DSX3","LIB-MJ250-E12","LIB00076","12","E",0.02,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ281-E12_01","12_01",46516,7023916,6784804,6469084,0.965957,0.921008,151,151,0.593074,33462,4891931,4836815,4681839,0.988733,0.957053,146,146,0.589358,34778,1103,1325,948,0,10790,0,0.031602,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ281-E12","LIB00092","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ301-E12_01","12_01",1260,190260,178987,169843,0.94075,0.892689,151,151,0.81869,86,12446,12215,11662,0.98144,0.937008,143,145,0.407038,90,5,6,10,0,1160,0,0.196825,0,"220607_A00595_0166_BHKNKHDSX3","LIB-MJ301-E12","LIB00096","12","E",0.01115,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ139-E12_01","12_01",448,67648,62852,59515,0.929104,0.879775,151,151,0.757864,116,16662,16555,16049,0.993578,0.96321,143,143,0.613672,124,6,7,4,0,320,0,0.0178571,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ139-E12","LIB00028","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ253-E12_01","12_01",4488,677688,628636,588268,0.927619,0.868051,151,151,0.601079,1158,153043,151423,146524,0.989415,0.957404,132,132,0.570931,1200,108,133,88,0,3200,0,0.0102496,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ253-E12","LIB00079","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ254-E12_02","12_02",40080,6052080,5854480,5592942,0.96735,0.924136,151,151,0.60864,28604,4192312,4148150,4019933,0.989466,0.958882,146,146,0.611069,30504,670,819,708,0,8868,0,0.0489022,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ254-E12","LIB00080","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ255-E12_02","12_02",812,122612,111976,107208,0.913255,0.874368,151,151,0.894488,6,826,811,779,0.98184,0.943099,137,137,0.542373,6,0,0,20,0,786,0,0,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ255-E12","LIB00081","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ256-E12_03","12_03",4616,697016,651073,614125,0.934086,0.881077,151,151,0.616379,1610,221148,218709,211811,0.988971,0.957779,137,137,0.601547,1726,89,112,88,0,2802,0,0.0259965,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ256-E12","LIB00082","12","E",0.02,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ259-E12_04","12_04",422,63722,58958,55957,0.925238,0.878143,151,151,0.771288,102,14336,14127,13602,0.985421,0.9488,139,141,0.587193,114,4,6,10,0,298,0,0.028436,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ259-E12","LIB00085","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ262-E12_03","12_03",67826,10241726,9893575,9426449,0.966007,0.920397,151,151,0.611772,45590,6669024,6597254,6388818,0.989238,0.957984,146,146,0.612073,48568,1002,1225,1180,0,18078,0,0.0493911,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ262-E12","LIB00088","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ263-E12_04","12_04",1728,260928,242948,230205,0.931092,0.882255,151,151,0.719865,384,52988,52485,50956,0.990507,0.961652,138,137,0.594625,406,17,20,28,0,1294,0,0.0208333,0,"220613_A00595_0168_BHKNMYDSX3","LIB-MJ263-E12","LIB00089","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ260-E12_01","12_01",4346,656246,611450,577149,0.931739,0.879471,151,151,0.679491,1738,246913,243533,234214,0.986311,0.948569,142,142,0.618303,1820,85,105,100,0,2426,0,0.0220893,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ260-E12","LIB00086","12","E",-0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ261-E12_01","12_01",196174,29622274,28025693,26467869,0.946102,0.893512,151,151,0.592401,62808,8392696,8313036,8080872,0.990508,0.962846,133,133,0.591432,66882,4293,5200,2258,2,127032,0,0.0273227,45,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ261-E12","LIB00087","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ279-E12_02","12_02",2459278,371350978,357760074,340866224,0.963401,0.917909,151,151,0.599369,1711628,246494207,243723931,235795917,0.988761,0.956598,143,144,0.607436,1830714,72029,90067,39980,0,588584,0,0.0498333,151,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ279-E12","LIB00090","12","E",0.04,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ280-E12_02","12_02",900,135900,125582,119640,0.924077,0.880353,151,151,0.866659,18,2486,2478,2429,0.996782,0.977072,138,138,0.497989,18,0,0,20,0,862,0,0.0488889,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ280-E12","LIB00091","12","E",0.02,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ282-E12_03","12_03",2740,413740,388774,366499,0.939658,0.88582,151,151,0.656456,1090,156969,154534,147915,0.984487,0.94232,143,144,0.548758,1130,57,72,44,0,1566,0,0.0189781,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ282-E12","LIB00093","12","E",0.01284,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ283-E12_04","12_04",620,93620,85205,80707,0.910115,0.86207,151,151,0.836509,30,4225,4182,4040,0.989822,0.956213,139,142,0.555503,32,3,3,18,0,570,0,0.00645161,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ283-E12","LIB00061","12","E",0.00833,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ284-E12_03","12_03",2162,326462,310360,292816,0.950677,0.896937,151,151,0.641462,1046,154246,151908,145548,0.984842,0.94361,147,147,0.510483,1080,35,47,42,0,1040,0,0.0693802,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ284-E12","LIB00062","12","E",0.00745,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ305-E12_04","12_04",652,98452,91977,86875,0.934232,0.88241,151,151,0.792406,90,13006,12723,12031,0.978241,0.925035,143,145,0.378979,94,2,2,14,0,544,0,0.101227,0,"220627_A00595_0174_BHMV5KDSX3","LIB-MJ305-E12","LIB00094","12","E",0.00244,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ306-E12_01","12_01",671300,101366300,97041132,91724699,0.957331,0.904884,151,151,0.610985,462782,67352451,66411586,63900336,0.986031,0.948746,145,145,0.615075,478036,18480,23629,12634,2,180628,0,0.0237241,151,"220721_A00595_0179_AHMTTHDSX3","LIB-MJ306-E12","LIB00083","12","E",0.02184,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ307-E12_01","12_01",1532,231332,216550,206584,0.9361,0.89302,151,151,0.871847,60,8870,8778,8534,0.989628,0.96212,147,147,0.588275,64,1,4,10,0,1458,0,0.131854,0,"220721_A00595_0179_AHMTTHDSX3","LIB-MJ307-E12","LIB00084","12","E",0.00415,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ334-E12_01","12_01",1526,230426,217090,203977,0.942125,0.885217,151,151,0.674967,610,89128,87390,82935,0.9805,0.930516,146,145,0.503198,632,14,17,24,0,870,0,0.0327654,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ334-E12","LIB00095","12","E",0.011,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ336-E12_02","12_02",3436,518836,487607,464889,0.939809,0.896023,151,151,0.862702,142,20650,20347,19449,0.985327,0.94184,145,145,0.542421,152,3,3,28,0,3256,0,0.222352,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ336-E12","LIB00099","12","E",0.01364,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ337-E12_03","12_03",3224,486824,462801,438236,0.950654,0.900194,151,151,0.729757,1226,181383,178646,171584,0.98491,0.945976,148,147,0.594604,1302,20,24,62,0,1860,0,0.131514,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ337-E12","LIB00100","12","E",0.01217,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ338-E12_04","12_04",962,145262,134532,127499,0.926133,0.877718,151,151,0.873016,16,2278,2259,2197,0.991659,0.964442,142,142,0.56014,20,0,0,14,0,928,0,0.0519751,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ338-E12","LIB00101","12","E",0.0169,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ342-E12_02","12_02",1308,197508,185208,176402,0.937724,0.893139,151,151,0.78934,264,37708,37313,36113,0.989525,0.957701,143,142,0.58046,274,8,12,20,0,1014,0,0.0474006,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ342-E12","LIB00105","12","E",0.01133,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ343-E12_01","12_01",836,126236,115744,110302,0.916886,0.873776,151,151,0.88371,6,894,882,841,0.986577,0.940716,149,149,0.482103,6,0,0,6,0,824,0,0.00239234,0,"220802_A00595_0182_BHMTY7DSX3","LIB-MJ343-E12","LIB00106","12","E",0.00527,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ340-E12_01","12_01",50818,7673518,7120448,6532291,0.927925,0.851277,151,151,0.542038,24938,3544690,3461739,3258780,0.976599,0.919341,141,142,0.521227,25504,2839,3791,1480,0,23834,0,0.0122398,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ340-E12","LIB00103","12","E",0.01871,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ341-E12_02","12_02",6078,917778,851766,783541,0.928074,0.853737,151,151,0.630214,2950,418563,409644,387101,0.978691,0.924833,141,142,0.603321,3018,356,440,174,0,2886,0,0.0111879,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ341-E12","LIB00104","12","E",0.00805,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ345-E12_01","12_01",7152,1079952,1002102,926614,0.927913,0.858014,151,151,0.629146,3128,438487,429325,406190,0.979105,0.926344,139,140,0.588084,3234,367,457,202,0,3716,0,0.0153803,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ345-E12","LIB00108","12","E",0.01075,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ346-E12_02","12_02",2754,415854,381083,353273,0.916387,0.849512,151,151,0.77374,726,106191,103979,98241,0.97917,0.925135,145,146,0.596943,742,61,74,90,0,1922,0,0.00726216,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ346-E12","LIB00109","12","E",0.0095,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ347-E12_04","12_04",102370,15457870,14580794,13404299,0.94326,0.86715,151,151,0.629357,73212,10839740,10574871,9938681,0.975565,0.916874,147,148,0.630642,75384,3832,4956,4142,0,22844,0,0.0224871,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ347-E12","LIB00110","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ352-E12_03","12_03",964,145564,133033,123270,0.913914,0.846844,151,151,0.876137,12,1743,1722,1626,0.987952,0.932874,143,147,0.507745,12,1,2,42,0,910,0,0.0477178,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ352-E12","LIB00111","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ353-E12_03","12_03",43142,6514442,6048195,5513618,0.928429,0.846368,151,151,0.587479,24708,3612462,3514070,3283949,0.972763,0.909061,145,146,0.557712,25022,1953,2587,1822,0,16298,0,0.00852997,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ353-E12","LIB00112","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ354-E12_04","12_04",1632,246432,225462,209683,0.914906,0.850876,151,151,0.79824,322,47854,46828,44076,0.97856,0.921052,148,148,0.60204,324,30,37,46,0,1262,0,0.00245098,0,"220812_A00595_0185_AHVYLFDSX3","LIB-MJ354-E12","LIB00113","12","E",0.01,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ382-E12_02","12_02",848,128048,116371,109485,0.908808,0.855031,151,151,0.871384,22,3053,2985,2758,0.977727,0.903374,137,139,0.588929,22,1,1,28,0,798,0,0,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ382-E12","LIB00116","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ383-E12_01","12_01",1734,261834,237957,223319,0.908809,0.852903,151,151,0.852945,144,21151,20736,19585,0.980379,0.925961,147,146,0.590799,150,8,9,60,0,1524,0,0.00346021,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ383-E12","LIB00117","12","E",0,"metagenome","pcr-negative"
"LIB-MJ385-E12_04","12_04",688,103888,95632,89486,0.92053,0.86137,151,151,0.87192,6,808,767,686,0.949257,0.84901,134,134,0.52104,6,0,0,18,0,664,0,0.0988372,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ385-E12","LIB00119","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ386-E12_04","12_04",840,126840,117366,108185,0.925307,0.852925,151,151,0.842171,62,8944,8826,8521,0.986807,0.952706,144,144,0.596154,64,4,4,28,0,748,0,0.121429,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ386-E12","LIB00120","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ388-E12_02","12_02",548,82748,76587,72184,0.925545,0.872335,151,151,0.843102,30,4530,4450,4210,0.98234,0.92936,151,151,0.535541,30,1,1,20,0,498,0,0.142336,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ388-E12","LIB00122","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ389-E12_03","12_03",23576,3559976,3369675,3138800,0.946544,0.881691,151,151,0.6206,15894,2340795,2295128,2181755,0.980491,0.932057,147,147,0.619355,16246,365,449,806,0,6524,0,0.0159484,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ389-E12","LIB00123","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ390-E12_03","12_03",126150,19048650,18010510,16633702,0.945501,0.873222,151,151,0.467859,94314,14005933,13668269,12878745,0.975891,0.919521,148,148,0.461167,96706,1447,1821,4714,2,24728,0,0.0204201,0,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ390-E12","LIB00097","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ413-E12_01","12_01",40856,6169256,5854611,5431836,0.948998,0.880469,151,151,0.479028,28102,4130825,4038440,3816898,0.977635,0.924004,147,146,0.466448,28632,796,973,1210,0,11014,0,0.0143431,151,"230630_A00595_0254_BH5NGYDSX5","LIB-MJ413-E12","LIB00098","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ380-E12_03","12_03",472,71272,65760,62198,0.922662,0.872685,151,151,0.852354,38,5695,5591,5328,0.981738,0.935558,150,149,0.601932,42,0,0,10,0,420,0,0.00847458,0,"230703_A00595_0256_BH5NHYDSX5","LIB-MJ380-E12","LIB00114","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ381-E12_02","12_02",1204,181804,166694,155802,0.916889,0.856978,151,151,0.850003,42,5885,5743,5423,0.975871,0.921495,138,141,0.498046,42,1,1,46,0,1116,0,0.0631229,0,"230703_A00595_0256_BH5NHYDSX5","LIB-MJ381-E12","LIB00115","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ414-E12_03","12_03",236,35636,32704,30246,0.917724,0.848748,151,151,0.729347,58,8587,8420,7908,0.980552,0.920927,148,147,0.465588,60,2,2,16,0,160,0,0.0254237,0,"230703_A00595_0256_BH5NHYDSX5","LIB-MJ414-E12","LIB00125","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ384-E12_01","12_01",10658,1609358,1494130,1378337,0.928401,0.856451,151,151,0.651296,5344,779291,761224,718253,0.976816,0.921675,145,146,0.60983,5472,343,448,440,0,4746,0,0.0127604,0,"230707_A00595_0258_BHWJWWDSX5","LIB-MJ384-E12","LIB00118","12","E",0.01,"metagenome","pcr-negative"
"LIB-MJ387-E12_01","12_01",4946,746846,693725,639664,0.928873,0.856487,151,151,0.647573,2238,326841,318957,300125,0.975878,0.91826,146,145,0.573242,2314,135,174,198,0,2434,0,0.019814,0,"230707_A00595_0258_BHWJWWDSX5","LIB-MJ387-E12","LIB00121","12","E",0.01,"metagenome","pcr-negative"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIB-MJ339-E12","LIB00102","12","E",0.01839,"ILLUMINA-DNA-PREP","pcr-negative"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIB-MJ344-E12","LIB00107","12","E",0.01737,"ILLUMINA-DNA-PREP","pcr-negative"
"LIB-MJ044-F12_03","12_03",36208718,5467516418,5315512556,5088181647,0.972199,0.93062,151,151,0.474487,26135168,3790432414,3745986143,3618806737,0.988274,0.954721,145,144,0.469327,30460626,809177,1007925,361092,28,5386972,0,0.12063,151,"20003-02","LIB-MJ044-F12","LIB00003","12","F",12.98007,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ048-F12_04","12_04",38968292,5884212092,5725572974,5456886321,0.97304,0.927378,151,151,0.468356,29462890,4377490843,4314643251,4144163187,0.985643,0.946698,148,148,0.465856,34382082,457669,563879,464500,66,4121644,0,0.127978,151,"20003-02","LIB-MJ048-F12","LIB00005","12","F",7.58791,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ050-F12_02","12_02",39176250,5915613750,5774553723,5531523656,0.976155,0.935072,151,151,0.474414,29042986,4245653071,4197210893,4050607837,0.98859,0.95406,146,146,0.470356,34652478,963256,1177161,282564,16,4241192,0,0.144418,178,"20003-02","LIB-MJ050-F12","LIB00001","12","F",4.69639,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ051-F12_02","12_02",37239742,5623201042,5463437128,5201304645,0.971588,0.924972,151,151,0.470848,28040638,4180681775,4117710493,3949519867,0.984938,0.944707,149,148,0.468155,33285666,321210,391125,476924,42,3477110,0,0.14225,151,"20003-02","LIB-MJ051-F12","LIB00002","12","F",4.67031,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ054-F12_03","12_03",28098078,4242809778,4117759512,3911305842,0.970527,0.921867,151,151,0.471634,21435350,3188044729,3137848205,3006582149,0.984255,0.94308,149,148,0.470368,24851470,421781,520812,399090,46,2847472,0,0.123248,151,"20003-02","LIB-MJ054-F12","LIB00004","12","F",9.54075,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ055-F12_04","12_04",36071618,5446814318,5309710833,5071064096,0.974829,0.931015,151,151,0.475988,27997608,4176663629,4119099569,3962143990,0.986218,0.948639,149,148,0.473818,32645926,347382,427240,380204,42,3045446,0,0.13005,271,"20003-02","LIB-MJ055-F12","LIB00006","12","F",12.70393,"ILLUMINA-DNA-PREP(OLD)","pcr-positive"
"LIB-MJ088-F12_04","12_04",21130282,3190672582,3050027733,2852795781,0.95592,0.894105,151,151,0.57662,16175648,2405739275,2362370776,2251789673,0.981973,0.936007,148,148,0.578514,16908614,354259,448318,699122,0,3522546,0,0.0359719,151,"21123-01","LIB-MJ088-F12","LIB00007","12","F",2.77,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ089-F12_02","12_02",123410656,18635009056,18035260475,17066520110,0.967816,0.915831,151,151,0.512351,96615936,14387895630,14166919774,13570592164,0.984642,0.943195,148,148,0.511954,106550084,1967988,2461409,2460682,24,14399866,0,0.0825898,242,"21123-01","LIB-MJ089-F12","LIB00008","12","F",0.83,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ090-F12_04","12_04",4955042,748211342,710391057,664064876,0.949452,0.887537,151,151,0.565465,2856098,404599381,397489721,379228891,0.982428,0.937295,141,141,0.573573,3000830,199305,256634,104898,0,1849314,0,0.0310924,84,"21123-01","LIB-MJ090-F12","LIB00009","12","F",0.04,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ091-F12_03","12_03",26595642,4015941942,3916359554,3742413531,0.975203,0.931889,151,151,0.502182,19492628,2909468079,2872077044,2766446130,0.987148,0.950843,149,149,0.499294,23733924,196574,251371,339686,0,2522032,0,0.163044,151,"21123-01","LIB-MJ091-F12","LIB00010","12","F",1.19,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ092-F12_01","12_01",26437786,3992105686,3858052607,3657378410,0.96642,0.916153,151,151,0.500859,19455708,2880957566,2839461677,2724695033,0.985596,0.94576,148,148,0.498008,22413866,574527,711863,511716,0,3512204,0,0.113654,151,"21123-01","LIB-MJ092-F12","LIB00011","12","F",1.51,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ093-F12_02","12_02",32632814,4927554914,4767580911,4527908493,0.967535,0.918896,151,151,0.506858,22534750,3293327651,3248793334,3124095558,0.986477,0.948614,146,146,0.500331,25225660,686999,857254,541078,0,6866076,0,0.0878098,151,"21123-01","LIB-MJ093-F12","LIB00012","12","F",0.37,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ108-F12_02","12_02",24778802,3741599102,3607747636,3394941852,0.964226,0.907351,151,151,0.517564,18635144,2767834258,2717140081,2586772229,0.981685,0.934584,148,148,0.515783,20737972,341549,433192,445728,0,3595102,0,0.0870097,151,"21123-01","LIB-MJ108-F12","LIB00017","12","F",1.28,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ109-F12_01","12_01",31535158,4761808858,4612416734,4373017341,0.968627,0.918352,151,151,0.520033,24233680,3614225087,3560785478,3415847594,0.985214,0.945112,149,148,0.519089,27172342,280607,356247,651808,12,3710996,0,0.0953876,151,"21123-01","LIB-MJ109-F12","LIB00013","12","F",1.06,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ129-F12_02","12_02",6892814,1040814914,995853021,944383855,0.956801,0.90735,151,151,0.573017,4442876,648639948,639949900,615949444,0.986603,0.949601,145,146,0.577412,4820344,120555,149565,138122,2,1934346,0,0.0558561,151,"21123-01","LIB-MJ129-F12","LIB00019","12","F",0.08,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ130-F12_01","12_01",29241546,4415473446,4260348718,4037021826,0.964868,0.91429,151,151,0.512455,19864000,2867367639,2828544983,2719305283,0.986461,0.948363,144,144,0.507479,21906312,790800,985109,494978,0,6840256,0,0.0748973,151,"21123-01","LIB-MJ130-F12","LIB00020","12","F",0.65,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ131-F12_01","12_01",30173690,4556227190,4397622840,4141662659,0.96519,0.909011,151,151,0.519032,23454976,3494585257,3431945864,3269956618,0.982075,0.935721,148,149,0.518384,25673232,335309,428600,544528,8,3955922,0,0.0750238,151,"21123-01","LIB-MJ131-F12","LIB00021","12","F",0.8,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ132-F12_03","12_03",2493032,376447832,365631984,350000784,0.971269,0.929746,151,151,0.536897,1496046,217168155,214833814,208009907,0.989251,0.957829,145,145,0.530794,1782324,35579,43972,28626,0,682082,0,0.124358,151,"21123-01","LIB-MJ132-F12","LIB00022","12","F",0.08,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ105-F12_01","12_01",17723374,2676229474,2553166107,2385458501,0.954016,0.891351,151,151,0.509107,13569246,1998514717,1960364374,1864208110,0.980911,0.932797,147,147,0.504408,13733784,504315,623645,422898,16,3566676,0,0.0095018,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ105-F12","LIB00014","12","F",0.59,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ106-F12_01","12_01",5647568,852782768,796899051,743102359,0.934469,0.871385,151,151,0.549776,3513256,505079031,496593739,474580512,0.9832,0.939616,143,143,0.543776,3555810,166353,199012,171768,6,1919984,0,0.00770845,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ106-F12","LIB00015","12","F",0.31,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ107-F12_02","12_02",5969810,901441310,851430849,792896071,0.944522,0.879587,151,151,0.519062,3947722,564588331,554426138,528150262,0.982001,0.935461,142,143,0.509612,3982676,256944,318346,142866,6,1844262,0,0.00602632,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ107-F12","LIB00016","12","F",0.07,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ110-F12_04","12_04",37844446,5714511346,5390380781,5033338117,0.943279,0.880799,151,151,0.52041,26168464,3778091748,3712902607,3542585088,0.982745,0.937665,144,144,0.512396,26523002,1381012,1662187,1123494,52,10197898,0,0.0096514,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ110-F12","LIB00018","12","F",0.02,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ133-F12_03","12_03",6263998,945863698,892835050,833214453,0.943936,0.880903,151,151,0.550249,3992290,574269353,564418016,538811882,0.982845,0.938256,143,144,0.546075,4034798,216289,265947,136136,4,2093060,0,0.00698372,74,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ133-F12","LIB00023","12","F",0.1,"ILLUMINA-DNA-PREP","pcr-positive"
"LIB-MJ134-F12_03","12_03",11152570,1684038070,1605959794,1506081219,0.953636,0.894327,151,151,0.532075,7078550,1017697365,1002078873,959867165,0.984653,0.943175,143,143,0.528432,7173276,315147,378158,265280,22,3713992,0,0.00904832,151,"211129_A00595_0124_BHVJMTDSXY","LIB-MJ134-F12","LIB00024","12","F",0.11,"ILLUMINA-DNA-PREP","pcr-positive"
